Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
Longevity Biotech,https://www.crunchbase.com/organization/longevity-biotech,"Biotechnology, Pharmaceutical, Therapeutics","Philadelphia, Pennsylvania, United States",Longevity Biotech develops a new class of therapeutics via artificial protein technology that focuses on pharmaceutical preparation.,fb@longevitybiotech.com,2158744845,http://www.longevitybiotech.com,,3,,"$316,384 ",11/9/17,Grant,"$836,384 ","Biotechnology, Health Care, Science and Engineering",Private
Donald Danforth Plant Science Center,https://www.crunchbase.com/organization/donald-danforth-plant-science-center,Biotechnology,"St Louis, Missouri, United States",Donald Danforth Plant Science Center is a non-profit research institute developing plant science solutions to improve human conditions.,info@danforthcenter.org,3145871527,http://www.danforthcenter.org,,3,,"$16,000,000 ",10/2/17,Grant,"$23,100,000 ","Biotechnology, Science and Engineering",Private
Immunovia,https://www.crunchbase.com/organization/immunovia,"Biotechnology, Clinical Trials, Health Diagnostics","Lund, Skane Lan, Sweden","Immunovia is the center for translational cancer research in Lund, Sweden.",info@immunovia.com,+46-46-275 60 00,http://immunovia.com/,For Profit,2,,"SEK4,900,000",10/30/17,Grant,"$5,225,198 ","Biotechnology, Health Care, Science and Engineering",Private
Domain Therapeutics,https://www.crunchbase.com/organization/domain-therapeutics,"Biotechnology, Health Care, Therapeutics","Illkirch, Alsace, France",Domain Therapeutics develops small molecules targeting G-coupled protein receptors.,contact@domaintherapeutics.com,33 3 90406151,http://www.domaintherapeutics.com,For Profit,6,,"$230,000 ",4/14/14,Grant,"$37,622,658 ","Biotechnology, Health Care, Science and Engineering",Private
Mologic,https://www.crunchbase.com/organization/mologic,Biotechnology,"Thurleigh, Northamptonshire, United Kingdom",Mologic is a UK-based developer of point-of-care diagnostic devices,,4.41235E+11,http://mologic.co.uk/,For Profit,2,,"$4,800,000 ",12/19/16,Grant,"$9,392,752 ","Biotechnology, Science and Engineering",Private
BioSTL,https://www.crunchbase.com/organization/biostl,"Biotechnology, Life Science, Medical","St Louis, Missouri, United States","BioSTL builds regional capacity and fosters collaborative efforts to advance innovation,",info@biostl.org,3148808876,http://biostl.org/,,1,,"$30,000,000 ",7/23/14,Grant,"$30,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
VitamFero,https://www.crunchbase.com/organization/vitamfero,"Agriculture, AgTech, Biotechnology","Évry, Ile-de-France, France","VitamFero SA is a privately held biotech company whose mission, founded on an innovative and patented technology.",p.breton@vitamfero.com,+33 2 47 36 70 47,http://www.vitamfero.com/en/,For Profit,3,Late Stage Venture,"€50,000",3/1/16,Grant,"€7,050,000","Agriculture and Farming, Biotechnology, Science and Engineering",Private
Novoron Bioscience,https://www.crunchbase.com/organization/novoron-bioscience,"Biotechnology, Neuroscience, Pharmaceutical","San Diego, California, United States",A biotechnology company focused on developing pharmaceutical therapies for nerve regeneration in the central nervous system.,contact@novoron.com,(858)324-5114,http://www.novoron.com/,For Profit,6,,"$680,000 ",12/22/15,Grant,"$1,274,609 ","Biotechnology, Health Care, Science and Engineering",Private
Centerline Biomedical,https://www.crunchbase.com/organization/centerline-biomedical,"Biotechnology, Health Care, Medical, Navigation","Cleveland, Ohio, United States","Centerline Biomedical, a Cleveland Clinic spin-off, is developing an innovative system",info@centerlinebiomed.com,216-445-0830,http://centerlinebiomed.com/,For Profit,2,Seed,,5/1/17,Grant,"$1,700,000 ","Biotechnology, Health Care, Navigation and Mapping, Science and Engineering",Private
ImmuVen,https://www.crunchbase.com/organization/immuven,"Biotechnology, Life Science, Pharmaceutical","Champaign, Illinois, United States","ImmuVen develops drugs to treat infectious diseases, cancer, and autoimmune disorders.",quinn@immuven.com,2172391948,http://www.immuven.com,For Profit,3,M&A,"$1,680,000 ",5/1/12,Grant,"$1,930,000 ","Biotechnology, Health Care, Science and Engineering",Private
Integrated BioTherapeutics,https://www.crunchbase.com/organization/integrated-biotherapeutics,Biotechnology,"Rockville, Maryland, United States",A biotechnology company focused on the discovery of novel vaccines and therapeutics for emerging infectious diseases.,,(877)411-2041,http://www.integratedbiotherapeutics.com,For Profit,1,,"$6,600,000 ",8/2/17,Grant,"$6,600,000 ","Biotechnology, Science and Engineering",Private
Hepregen,https://www.crunchbase.com/organization/hepregen,Biotechnology,"Medford, Massachusetts, United States",Hepregen Corporation is a biotechnology company that focuses on understanding the metabolism of drugs in the liver.,info@hepregen.com,7813910315,http://www.hepregen.com,,4,Early Stage Venture,"$500,000 ",6/27/12,Grant,"$4,500,000 ","Biotechnology, Science and Engineering",Private
nLife Therapeutics,https://www.crunchbase.com/organization/nlife-therapeutics,"Biotechnology, Ediscovery","Granada, Andalucia, Spain",nLife Therapeutics is a biopharmaceutical development company that develops treatments for CNS diseases.,,34 93 435 54 72,http://www.n-life.es/,,3,,"$350,000 ",9/24/14,Grant,"$9,689,655 ","Biotechnology, Internet Services, Science and Engineering",Private
2cureX,https://www.crunchbase.com/organization/2curex,"Biotechnology, Medical, Therapeutics","Copenhagen, Hovedstaden, Denmark",2cureX operates as a medtech company in Denmark.,info@2curex.com,+45 22115399,https://www.2curex.com/,For Profit,1,,"€2,986,699",2/1/18,Grant,"€2,986,699","Biotechnology, Health Care, Science and Engineering",Private
ENT Biotech Solutions,https://www.crunchbase.com/organization/ent-biotech-solutions,"Biotechnology, Health Care, Venture Capital","Detroit, Michigan, United States",ENT Biotech Solutions is a venture developing a novel medical device.,info@entbiotechsolutions.com,(313)922-4615,http://entbiotechsolutions.com,For Profit,3,,"$100,000 ",9/30/16,Grant,"$2,140,000 ","Biotechnology, Financial Services, Health Care, Lending and Investments, Science and Engineering",Private
Spira,https://www.crunchbase.com/organization/spira,"Agriculture, Biotechnology, Food Processing, Nutrition","Annandale, Virginia, United States",Spira grows microalgae with food technology that enables nutrition anywhere effortlessly while absorbing carbon from the atmosphere.,info@livespira.com,(804)372-7013,https://www.livespira.com/,For Profit,4,Seed,"$10,000 ",7/13/17,Grant,"$130,000 ","Agriculture and Farming, Biotechnology, Food and Beverage, Health Care, Science and Engineering",Private
Ilya Pharma,https://www.crunchbase.com/organization/ilya-pharma,"Biotechnology, Medical, Pharmaceutical","Uppsala, Uppsala Lan, Sweden",Ilya Pharma develops the next-generation biological drugs for treating wounds in skin and mucosa.,info@ilyapharma.se,4.60706E+11,http://www.ilyapharma.se/,For Profit,2,,"€2,992,575",11/30/17,Grant,"$4,111,039 ","Biotechnology, Health Care, Science and Engineering",Private
Aphios,https://www.crunchbase.com/organization/aphios,"Biotechnology, Nanotechnology, Therapeutics","Woburn, Massachusetts, United States","Aphios, a green biotechnology company, develops technology platforms for drug discovery, delivery, and safety.",aphios@aphios.com,7819326865,http://www.aphios.com,,1,,"$2,400,000 ",1/24/12,Grant,"$2,400,000 ","Biotechnology, Health Care, Science and Engineering",Private
ORF Genetics,https://www.crunchbase.com/organization/orf-genetics,"Biotechnology, Product Research","Kópavogur, Gullbringusysla, Iceland",ORF Genetics is an innovative company that is committed to economically viable and enabling solutions.,orf@orf.is,(354)591-1570,http://www.orfgenetics.com,For Profit,10,,"ISK12,500,000",3/1/13,Grant,"ISK210,644,000","Biotechnology, Data and Analytics, Design, Science and Engineering",Private
GliaCure,https://www.crunchbase.com/organization/gliacure,Biotechnology,"Boston, Massachusetts, United States",GliaCure develops therapies for neurological and neuropsychiatric disorders based on glia targets.,info@gliacure.com,6175320587,http://gliacure.com,,3,Early Stage Venture,"$1,000,000 ",3/17/15,Grant,"$9,550,000 ","Biotechnology, Science and Engineering",Private
Glyscend,https://www.crunchbase.com/organization/glyscend,Biotechnology,"Baltimore, Maryland, United States",Glyscend is dedicated to the development of a truly revolutionary approach to treating type 2 diabetes,,,http://www.glyscend.com/,For Profit,1,,"$500,000 ",11/22/16,Grant,"$500,000 ","Biotechnology, Science and Engineering",Private
eggXYt,https://www.crunchbase.com/organization/eggxyt,"Biotechnology, Developer Platform, Industrial","Jerusalem, Yerushalayim, Israel",eggXYt is a biotechnology company that enables sex detection of chick embryos immediately after the eggs are laid.,,,https://www.eggxyt.com/,For Profit,2,,"€50,000",3/1/17,Grant,"€50,000","Biotechnology, Science and Engineering, Software",Private
Hawaii Biotech,https://www.crunchbase.com/organization/hawaii-biotech,"Biotechnology, Health Care, Medical Device","Aiea, Hawaii, United States","Hawaii Biotech, Inc., a biotechnology company, focuses on the research and development of prophylactic vaccines for infectious diseases.",info@hibiotech.com,8087921343,http://www.hibiotech.com,,3,,"$7,400,000 ",2/5/14,Grant,"$12,445,000 ","Biotechnology, Health Care, Science and Engineering",Private
Mcule,https://www.crunchbase.com/organization/mcule,"Biotechnology, Cloud Infrastructure, Database","Budapest, Budapest, Hungary",Mcule.com is an online drug discovery platform for pharmaceutical and biotechnology companies. ,info@mcule.com,650-251-4120,http://mcule.com,,2,,"€1,408,163",8/1/17,Grant,"€1,458,163","Biotechnology, Data and Analytics, Hardware, Internet Services, Science and Engineering, Software",Private
GlycoVaxyn,https://www.crunchbase.com/organization/glycovaxyn,"Biotechnology, Manufacturing, Pharmaceutical","Schlieren, Zurich, Switzerland",GlycoVaxyn develops and manufactures biological conjugation vaccines against bacterial infections utilizing recombinant DNA technology.,,41447338585,http://www.glycovaxyn.com/,For Profit,4,M&A,"$3,400,000 ",5/4/10,Grant,"$34,302,849 ","Biotechnology, Health Care, Manufacturing, Science and Engineering",Private
AB-BIOTICS,https://www.crunchbase.com/organization/ab-biotics,"Biotechnology, Health Care","Barcelona, Catalonia, Spain","AB-BIOTICS is a Spanish biotech company focused on research, development, protection and distribution of its own biotechnological solutions.",info@ab-biotics.com,902 903 844,http://www.ab-biotics.com/,For Profit,2,,"€50,000",10/1/17,Grant,"€650,000","Biotechnology, Health Care, Science and Engineering",Private
Celdara Medical,https://www.crunchbase.com/organization/celdara-medical,Biotechnology,"Lebanon, New Hampshire, United States",Celdara Medical builds academic and early-stage innovations into high-potential medical companies,info@celdaramedical.com,(617)320-8521,http://www.celdaramedical.com/,For Profit,1,,"$1,700,000 ",11/17/15,Grant,"$1,700,000 ","Biotechnology, Science and Engineering",Private
LipoCoat BV,https://www.crunchbase.com/organization/lipocoat-bv,"Biotechnology, Health Care, Medical, Medical Device","Enschede, Overijssel, The Netherlands",LipoCoat BV is a spin-off company from the University of Twente that develops bio-inspired coatings for healthcare.,info@lipocoat.com,+31053 - 82 00 816,http://www.lipocoat.com,For Profit,2,Seed,"€50,000",12/1/17,Grant,"€950,000","Biotechnology, Health Care, Science and Engineering",Private
North Carolina Biotechnology Center,https://www.crunchbase.com/organization/north-carolina-biotechnology-center,"Biotechnology, Life Science, Non Profit","Alexander, North Carolina, United States",North Carolina Biotechnology Center is a private company that works with university researchers in the field of biotechnology.,info@ncbiotech.org,(919) 541-9366,http://www.ncbiotech.org/,For Profit,3,,"$4,000,000 ",2/28/17,Grant,"$6,033,000 ","Biotechnology, Science and Engineering",Private
Amadix,https://www.crunchbase.com/organization/amadix,"Biopharma, Biotechnology, Health Care, Life Science, Medical, Pharmaceutical","Madrid, Madrid, Spain",Amadix is a biotechnology company focused on the development and commercialization of diagnostic tools for personalized oncology treatment.,info@amadix.com,+34 983 10 20 60,http://www.amadix.com,For Profit,2,,"€50,000",7/1/17,Grant,"€2,050,000","Biotechnology, Health Care, Science and Engineering",Private
Metaclipse Therapeutics,https://www.crunchbase.com/organization/metaclipse-therapeutics,"Biotechnology, Medical, Therapeutics","Atlanta, Georgia, United States",Metaclipse Therapeutics Corporation is a preclinical-stage biotechnology company,,(404)380-1342,http://www.metaclipsetherapeutics.com/,For Profit,1,,"$2,400,000 ",7/27/16,Grant,"$2,400,000 ","Biotechnology, Health Care, Science and Engineering",Private
Nuclera Nucleics,https://www.crunchbase.com/organization/nuclera,Biotechnology,"Cambridge, Cambridgeshire, United Kingdom",Enzymatic DNA synthesis,,,http://www.nuclera.com/,For Profit,4,Seed,"£203,000",4/23/15,Grant,"£828,000","Biotechnology, Science and Engineering",Private
Neomed Institute,https://www.crunchbase.com/organization/neomed-institute,"Biotechnology, Life Science, Pharmaceutical","Montréal, Quebec, Canada",The NEOMED Institute is a response to the changing pharma R&D business model.,info@neomed.ca,+1 (514) 367-1212,http://neomed.ca/,,1,,"$12,000,000 ",8/25/14,Grant,"$12,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Cell Microsystems,https://www.crunchbase.com/organization/cell-microsystems,"Biotechnology, Life Science","Triangle, Virginia, United States",Early growth stage company.,info@cellmicrosystems.com,252 285 9842,https://cellmicrosystems.com/,,1,,"$6,800,000 ",1/23/18,Grant,"$6,800,000 ","Biotechnology, Science and Engineering",Private
Dignify Therapeutics,https://www.crunchbase.com/organization/dignify-therapeutics,"Biotechnology, Pharmaceutical, Therapeutics","Raleigh, North Carolina, United States",Dignify Therapeutics is a drug development company focused on delivering novel drug therapies for bladder and bowel disorders in spinal,info@dignifytherapeutics.com,9199908561,http://dignifytherapeutics.com,,4,,"$3,100,000 ",10/12/16,Grant,"$6,309,000 ","Biotechnology, Health Care, Science and Engineering",Private
Oricula Therapeutics,https://www.crunchbase.com/organization/oricula-therapeutics,"Biotechnology, Health Care, Therapeutics","Wa Keeney, Kansas, United States",Oricula Therapeutics LLC develops and commercializes drugs to prevent hearing loss. The company was incorporated in 2013 and is based in,gleser@oricularx.com,2063227526,http://oricularx.com,,2,,"$2,000,000 ",2/2/16,Grant,"$2,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Oklahoma Medical Research Foundation,https://www.crunchbase.com/organization/oklahoma-medical-research-foundation,"Biotechnology, Medical, Non Profit","Snyder, Oklahoma, United States","Oklahoma Medical Research Foundation is a foundation for Alzheimer's, heart disease, cancer and other devastating illnesses.",news@omrf.org,4052717119,http://omrf.org,,1,,"$14,500,000 ",8/21/14,Grant,"$14,500,000 ","Biotechnology, Health Care, Science and Engineering",Private
ID Genomics,https://www.crunchbase.com/organization/id-genomics,"Biotechnology, Genetics, Health Diagnostics, Medical","Seattle, Washington, United States",ID Genomics specializes in nucleotide sequence-based molecular diagnostics and epidemiologic analysis of microbial pathogens.,info@idgenomics.com,1.12063E+11,http://idgenomics.com/,For Profit,2,Seed,"$3,000,000 ",5/2/16,Grant,"$3,050,000 ","Biotechnology, Health Care, Science and Engineering",Private
Parion Sciences,https://www.crunchbase.com/organization/parion-sciences,"Biotechnology, Medical","Durham, North Carolina, United States","Parion Sciences is a development stage company dedicated to research, development,",info@parion.com,(919) 313-1180,http://parion.com,For Profit,1,,"$3,000,000 ",9/16/14,Grant,"$3,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
AVX Pharma,https://www.crunchbase.com/organization/avizorex-pharma,"Biopharma, Biotechnology, Pharmaceutical","Barcelona, Catalonia, Spain",AVX Pharma is a biopharmaceutical company focused on developing novel drugs addressing major ophthalmic unmet medical needs,contact@avizorexpharma.com,(349) 340-2902,http://www.avxpharma.com/,For Profit,2,,"€50,000",6/16/17,Grant,"€2,550,000","Biotechnology, Health Care, Science and Engineering",Private
Celtic Renewables,https://www.crunchbase.com/organization/celtic-renewables,Biotechnology,"Edinburgh, Edinburgh, City of, United Kingdom",Celtic Renewables Ltd is an innovative start-up company,enquiries@celtic-renewables.com,(441) 314-5533,http://www.celtic-renewables.com/,For Profit,2,Early Stage Venture,"£11,000,000",9/7/15,Grant,"$18,801,819 ","Biotechnology, Science and Engineering",Private
BioMedomics,https://www.crunchbase.com/organization/biomedomics,"Biotechnology, Health Care, Health Diagnostics","Durham, North Carolina, United States",BioMedomics develops advanced quantitative point-of-care (POC) diagnostic platforms and disease-specific diagnostic tests.,info@biomedomics.com,(919) 558-1210,http://biomedomics.com,For Profit,3,,"$222,950 ",9/16/15,Grant,"$1,188,702 ","Biotechnology, Health Care, Science and Engineering",Private
Southern Research ,https://www.crunchbase.com/organization/southern-research,"Biotechnology, Life Science","Birmingham, Alabama, United States",A Non-profit Scientific research organization .,rcarlson@southernresearch.org,205-581-2000,https://southernresearch.org/,,1,,"$5,900,000 ",1/27/18,Grant,"$5,900,000 ","Biotechnology, Science and Engineering",Private
Bioline,https://www.crunchbase.com/organization/bioline,Biotechnology,"London, England, United Kingdom",Bioline is an evolving international company.,social@bioline.com,416-645-3399,https://www.bioline.com/,For Profit,1,M&A,"$903,000 ",6/20/17,Grant,"$903,000 ","Biotechnology, Science and Engineering",Private
SomaGenics,https://www.crunchbase.com/organization/somagenics,Biotechnology,"Santa Cruz, California, United States",SomaGenics is a privately held biotech company with offices and laboratories.,,8314200685,http://www.somagenics.com/,For Profit,1,,"$1,800,000 ",10/4/16,Grant,"$1,800,000 ","Biotechnology, Science and Engineering",Private
Diatech Pharmacogenetics,https://www.crunchbase.com/organization/diatech-pharmacogenetics,"Biotechnology, Health Diagnostics, Medical, Pharmaceutical","Jesi, Marche, Italy",Diatech Pharmacogenetics is an Italian Precision Medicine company.,info@diatechpharmacogenetics.com,+39 0731 213243,http://www.diatechpharmacogenetics.com,For Profit,1,,"€1,704,000",7/1/15,Grant,"€1,704,000","Biotechnology, Health Care, Science and Engineering",Private
ZeClinics,https://www.crunchbase.com/organization/zeclinics,Biotechnology,"Barcelona, Catalonia, Spain",ZeClinics is a Start-up CRO offering an outsourcing solution for safety and efficacy screenings of novel chemical molecules using zebrafish.,,34933160908,http://zeclinics.com/,For Profit,2,,"€1,867,186",4/1/17,Grant,"€1,967,186","Biotechnology, Science and Engineering",Private
NERI,https://www.crunchbase.com/organization/neri,"Biotechnology, Clinical Trials, Medical Device","Watertown, Massachusetts, United States",NERI is a research organization delivering customized research and clinical trial solutions to private public-sector organizations.,media@neriscience.com,6179264282,http://www.neriscience.com,,1,,"$45,000,000 ",10/25/11,Grant,"$45,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Alphasip,https://www.crunchbase.com/organization/alphasip,"Biotechnology, Health Diagnostics, Manufacturing, Medical Device, Nanotechnology","Zaragoza, Aragon, Spain",Alphasip is a Nanotechnology company specialized in manufacturing Medical Diagnostic Chips.,alphasipcomunicacion@gmail.com,+34 976512887,http://www.alphasip.es/,For Profit,2,,"€3,389,913",11/1/15,Grant,"€3,439,913","Biotechnology, Health Care, Manufacturing, Science and Engineering",Private
Valitacell,https://www.crunchbase.com/organization/valitacell,"Biotechnology, Health Care, Medical, Medical Device","Dublin, Dublin, Ireland",Valitacell is a biotechnology company that promises to speed up the manufacturing of complex biological drugs.,Info@Valitacell.Com,3.53012E+11,http://www.valitacell.com/,For Profit,3,,"€2,029,325",10/1/17,Grant,"€4,029,325","Biotechnology, Health Care, Science and Engineering",Private
Keraderm,https://www.crunchbase.com/organization/keraderm,"Biotechnology, Medical, Pharmaceutical","Hampton, Virginia, United States",Keraderm is a biotechnology company offering phototherapy treatments for skin and nail infections and disorders.,info@keraderm.com,757-344-8607,http://www.keraderm.com,For Profit,3,,"$50,000 ",10/30/13,Grant,"$3,169,200 ","Biotechnology, Health Care, Science and Engineering",Private
Propagenix,https://www.crunchbase.com/organization/propagenix,Biotechnology,"Gaithersburg, Maryland, United States",Propagenix Inc. is biotech company.,,(240)713-3300,http://www.propagenix.com,For Profit,3,Early Stage Venture,"$425,000 ",6/21/17,Grant,"$6,925,000 ","Biotechnology, Science and Engineering",Private
Clinical Sensors,https://www.crunchbase.com/organization/clinical-sensors,Biotechnology,"North Carolina, United States, North America",Clinical Sensors is a startup based in Research Triangle Park.,,,http://www.clinicalsensors.com/,For Profit,1,,"$1,500,000 ",4/21/17,Grant,"$1,500,000 ","Biotechnology, Science and Engineering",Private
Cellix Limited,https://www.crunchbase.com/organization/cellix-limited,"Biotechnology, Manufacturing, Medical","Dublin, Dublin, Ireland","Cellix develops, manufactures, and sells microfluidics pumping solutions, consumable biochips, software, and automated solutions.",info@cellixltd.com,+353 1 896 3182,http://cellixltd.com/,For Profit,2,Seed,"€1,121,690",1/1/17,Grant,"€1,921,690","Biotechnology, Health Care, Manufacturing, Science and Engineering",Private
NsGene,https://www.crunchbase.com/organization/nsgene,Biotechnology,"Ballerup, Hovedstaden, Denmark","NsGene develops products for the treatment of neurological, alzheimer’s, and parkinson's disease and sensorineural hearing loss.",,4544608989,http://nsgene.dk,,2,,"$545,000 ",11/25/13,Grant,"$5,685,000 ","Biotechnology, Science and Engineering",Private
Seiva Technologies,https://www.crunchbase.com/organization/seiva-technologies,"Biotechnology, Health Care, Information Technology, Sensor, Sports, Wearables, Wellness","Milwaukee, Wisconsin, United States","Through innovative sensor technology, Seiva exists to provide physical movement and form intelligence.",support@seivatechnologies.com,(262) 366-6787,http://www.seivatechnologies.com/,For Profit,2,,"$25,000 ",2/20/16,Grant,"$125,000 ","Biotechnology, Consumer Electronics, Hardware, Health Care, Information Technology, Science and Engineering, Sports",Private
Aglaris Ltd,https://www.crunchbase.com/organization/aglaris-ltd,Biotechnology,"Madrid, Madrid, Spain",Aglaris is developing an automated cell culture bioreactor for the mass production of human stem cells.,info@aglaris.co.uk,,http://aglaris.co.uk/,,2,Early Stage Venture,"€50,000",6/1/16,Grant,"€2,050,000","Biotechnology, Science and Engineering",Private
MilliDrop,https://www.crunchbase.com/organization/millidrop,"Biotechnology, Health Diagnostics, Medical Device","Paris, Ile-de-France, France",MilliDrop works on a new generation of in-vitro diagnostics instruments called MilliDrop DIV.,,3.30664E+11,http://www.millidrop.com/en/home/,For Profit,2,Seed,"€50,000",8/1/17,Grant,"€1,050,000","Biotechnology, Health Care, Science and Engineering",Private
Nymirum,https://www.crunchbase.com/organization/nymirum,"Biotechnology, Pharmaceutical, Therapeutics","Ann Arbor, Michigan, United States","Nymirum is a venture-backed, privately held company that has developed the RNArchitect suite to rapidly solve high-resolution RNA 3D",info@nymirum.com,7343694268,http://nymirum.com,,2,Seed,"$2,790,000 ",1/1/10,Grant,"$3,340,000 ","Biotechnology, Health Care, Science and Engineering",Private
Genome Biologics,https://www.crunchbase.com/organization/genome-biologics,"Biotechnology, Pharmaceutical, Therapeutics","Hessen, Sachsen-Anhalt, Germany",Genome Biologics is a Biotherapeutics company headquartered in Germany.,,,http://genomebiologics.com/,For Profit,1,,"€50,000",6/1/17,Grant,"€50,000","Biotechnology, Health Care, Science and Engineering",Private
Arecor,https://www.crunchbase.com/organization/arecor,Biotechnology,"United Kingdom, Europe",Arecor is a leader in developing superior biopharmaceuticals through the application of its innovative formulation technology platform.,info@arecor.com,4.41223E+11,http://www.arecor.com,For Profit,2,,"£1,000,000",2/2/17,Grant,"£1,000,000","Biotechnology, Science and Engineering",Private
Iden Biotechnology,https://www.crunchbase.com/organization/iden-biotechnology,"Biotechnology, Medical, Personal Health","Cordovilla, Castilla y Leon, Spain","Iden Biotechnology specializes in the generation, transfer, exploitation, and marketing of biotechnological knowledge.",,34948152122,http://www.idenbiotechnology.com/es,For Profit,2,Early Stage Venture,"€50,000",10/1/15,Grant,"€4,050,000","Biotechnology, Health Care, Science and Engineering",Private
LifeX ,https://www.crunchbase.com/organization/lifex,"Biotechnology, Health Care","Pittsburgh, Pennsylvania, United States",A Biotechnology Company.,info@lifexventures.com,,https://www.lifexventures.com/,,1,,"$2,000,000 ",4/18/18,Grant,"$2,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Wistar Institute,https://www.crunchbase.com/organization/wistar-institute,"Biotechnology, Medical","Philadelphia, Pennsylvania, United States",The Wistar Institute is the nation’s first independent institution devoted to medical research and training.,,(215) 898-3700,http://wistar.org,For Profit,2,Seed,"$1,100,000 ",3/13/15,Grant,"$1,100,000 ","Biotechnology, Health Care, Science and Engineering",Private
Agile Sciences,https://www.crunchbase.com/organization/agile-sciences,"Biopharma, Biotechnology, Health Care","Raleigh, North Carolina, United States",Agile Sciences provides commercial solutions to industries plagued by the effects of biofilms.,info@agilesci.com,9198829313,http://agilesci.com,,2,,"$1,500,000 ",7/17/14,Grant,"$2,808,642 ","Biotechnology, Health Care, Science and Engineering",Private
Metabolomx,https://www.crunchbase.com/organization/metabolomx,Biotechnology,"West Palm Beach, Florida, United States",Metabolomx is a biotech company that develops systems for the identification of lung cancer from breath.,admin@isensesystems.com,5616595671,http://isensesystems.com,,1,,"$1,140,000 ",10/24/11,Grant,"$1,140,000 ","Biotechnology, Science and Engineering",Private
CHAIN Biotechnology,https://www.crunchbase.com/organization/chain-biotechnology,"Biotechnology, Health Care, Medical","Marlow, Buckinghamshire, United Kingdom",CHAIN Biotechnology Ltd develops new Clostridium-based microbial products for high value human healthcare,info@chainbiotech.com,44011584673,http://chainbiotech.com/,For Profit,2,Seed,"£500,000",9/12/17,Grant,"£500,000","Biotechnology, Health Care, Science and Engineering",Private
Sedia Biosciences,https://www.crunchbase.com/organization/sedia-biosciences,"Biotechnology, Health Diagnostics","Portland, Oregon, United States",Sedia Biosciences develops and sells medical diagnostic tests and monitoring tools used to battle against pandemics.,customerservice@sediabio.com,5034594168,http://www.hivincidence.com,,4,Seed,"$1,800,000 ",8/30/16,Grant,"$3,284,998 ","Biotechnology, Health Care, Science and Engineering",Private
Exogenus Therapeutics,https://www.crunchbase.com/organization/exogenus-therapeutics,"Biotechnology, Medical, Therapeutics","Cantanhede, Coimbra, Portugal",Exogenus Therapeutics develops cellular based therapies applied to regenerative medicine for skin lesions treatment.,team@exogenus-t.com,+351 231 419 040,http://www.exogenustherapeutics.com,For Profit,3,Seed,"€50,000",12/1/16,Grant,"€950,000","Biotechnology, Health Care, Science and Engineering",Private
Regulaxis SAS,https://www.crunchbase.com/organization/regulaxis-sas,"Biotechnology, Health Care, Therapeutics","Romainville, Ile-de-France, France",Regulaxis is a biomedical company that focuses on synthetic molecule therapy.,regulaxis@regulaxis.com,33660904124,http://regulaxis.com/,For Profit,2,Seed,"€2,105,950",6/1/17,Grant,"€2,449,950","Biotechnology, Health Care, Science and Engineering",Private
Industrial Phycology,https://www.crunchbase.com/organization/industrial-phycology,"Biotechnology, Chemical, Psychology","Bristol, Bristol, City of, United Kingdom",Industrial Phycology has designed and patented a system to harness the power of algae to remove nutrients.,info@i-phyc.com,,http://www.i-phyc.com/,For Profit,3,,"€1,469,289",10/1/16,Grant,"€1,519,289","Biotechnology, Health Care, Science and Engineering",Private
NeuroGenetic Pharmaceuticals,https://www.crunchbase.com/organization/neurogenetic-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical","Del Mar, California, United States",Neurogenetic Pharmaceuticals is engaged in the R&D of therapeutics for neurodegenerative disorders such as Alzheimer’s disease.,info@neuro-genx.com,(858)735-5892,http://www.neurogeneticpharmaceuticals.com,For Profit,6,,"$2,500,000 ",11/15/15,Grant,"$4,044,878 ","Biotechnology, Health Care, Science and Engineering",Private
NovelMed Therapeutics,https://www.crunchbase.com/organization/novelmed,Biotechnology,"Cleveland, Ohio, United States",NovelMed Therapeutics is a biotechnology company developing novel therapies for orphan and non-orphan diseases.,,4408666999,http://www.novelmed.com,,1,,"$1,430,000 ",9/11/13,Grant,"$1,430,000 ","Biotechnology, Science and Engineering",Private
Ikan Biotech,https://www.crunchbase.com/organization/ikan-biotech,"Biotechnology, Clinical Trials, Pharmaceutical","Noáin, Navarra, Spain",Ikan Biotech is a CRO specialized in developing new enzybiotics combining with preclinical services using zebrafish.,info@ikanbiotech.com,+34 848680200 ,http://www.ikanbiotech.com,For Profit,3,,"€2,004,584",9/1/17,Grant,"€2,089,584","Biotechnology, Health Care, Science and Engineering",Private
Entomics,https://www.crunchbase.com/organization/entomics,"Agriculture, Biofuel, Biotechnology","Cambridge, Cambridgeshire, United Kingdom","Entomics is a biotechnology platform that transforms food waste into sustainable, renewable resources with the use of insects.",,,http://www.entomics.com/,For Profit,3,,"€50,000",5/1/17,Grant,"€50,000","Agriculture and Farming, Biotechnology, Energy, Natural Resources, Science and Engineering, Sustainability",Private
