Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
Tempest Therapeutics,https://www.crunchbase.com/organization/tempest-therapeutics,"Biotechnology, Health Care, Therapeutics","San Francisco, California, United States",Tempest Therapeutics is a development-stage biotechnology company.,partnering@tempesttx.com,,http://www.tempesttx.com/,,1,Early Stage Venture,"$70,000,000 ",3/28/18,Series B,"$70,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Atox Bio,https://www.crunchbase.com/organization/atox-bio,"Biotechnology, Clinical Trials, Therapeutics","Ness Ziona, HaMerkaz, Israel",Atox Bio is a clinical stage biotechnology company that develops therapeutics for diseases mediated by a deregulated inflammatory response.,dant@atoxbio.com,97237582807,http://www.atoxbio.com,,4,Late Stage Venture,"$30,000,000 ",12/4/17,Series F,"$58,350,000 ","Biotechnology, Health Care, Science and Engineering",Private
Pionyr Immunotherapeutics,https://www.crunchbase.com/organization/pionyr-immunotherapeutics,"Biotechnology, Medical, Pharmaceutical, Therapeutics","San Francisco, California, United States",Pionyr develops drugs to perform exceptional fine-tuning of immune responses.,admin@pionyrtx.com,(415)226-7503,http://www.precisionimmune.com/,For Profit,2,Early Stage Venture,"$62,000,000 ",12/13/17,Series B,"$70,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Alios BioPharma,https://www.crunchbase.com/organization/alios-biopharma,"Biopharma, Biotechnology, Therapeutics","South San Francisco, California, United States",Alios BioPharma is a biotechnology company developing novel medicines for the treatment of viral diseases.,press@aliosbiopharma.com,650-635-5500,http://www.aliosbiopharma.com,,4,M&A,"$41,000,000 ",4/7/14,Series B,"$74,400,000 ","Biotechnology, Health Care, Science and Engineering",Private
Aragon Pharmaceuticals,https://www.crunchbase.com/organization/aragon-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical, Therapeutics","San Diego, California, United States",Aragon Pharmaceuticals develops therapeutics for the treatment of hormone-resistant cancers such as prostate and breast cancer.,info@aragonpharmaceuticals.com,858-369-7600,http://www.aragonpharmaceuticals.com,,4,M&A,"$50,000,000 ",10/4/12,Series D,"$122,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Phytelligence,https://www.crunchbase.com/organization/phytelligence,"Biotechnology, Developer Platform, Medical","Pullman, Washington, United States","Phytelligence develops and provides smart plants and solutions to growers, nurseries, and horticultural experts.",info@phytelligence.com,(509) 350-8525,http://www.phytelligence.com/,For Profit,2,Early Stage Venture,"$11,950,000 ",9/1/17,Series B,"$14,950,000 ","Biotechnology, Health Care, Science and Engineering, Software",Private
RainDance Technologies,https://www.crunchbase.com/organization/raindance-technologies,"Biotechnology, Genetics, Health Care, Health Diagnostics","Billerica, Massachusetts, United States","RainDance Technologies, a life sciences company, provides microdroplet-based solutions for the early detection of cancer and other diseases.",info@raindancetech.com,7818611233,http://www.raindancetech.com,,6,M&A,"$16,500,000 ",3/3/14,Series E,"$138,660,528 ","Biotechnology, Health Care, Science and Engineering",Private
Greenlight Biosciences,https://www.crunchbase.com/organization/greenlight-biosciences,"Biotechnology, Chemical, Fuel, Sustainability","Medford, Massachusetts, United States",GreenLight Biosciences employs the Unconstrained Metabolism(R) technology platform to produce sustainable chemicals and fuels.,hr@glbiosciences.com,7816722501,https://www.greenlightbiosciences.com/,For Profit,5,Late Stage Venture,"$18,000,000 ",9/13/17,Series D,"$46,000,000 ","Biotechnology, Energy, Science and Engineering, Sustainability",Private
ViewPoint Therapeutics,https://www.crunchbase.com/organization/viewpoint-therapeutics,"Biotechnology, Medical, Therapeutics","San Francisco, California, United States",ViewPoint Therapeutics is a biotechnology company,info@viewpointtherapeutics.com,,http://www.viewpointtherapeutics.com/,For Profit,2,Early Stage Venture,"$35,000,000 ",3/5/18,Series B,"$39,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
eNeura Therapeutics,https://www.crunchbase.com/organization/eneura-therapeutics,"Biotechnology, Health Care, Medical","Sunnyvale, California, United States","eNeura Therapeutics, a medical technology company, develops transcranial magnetic stimulation devices for the treatment of migraines.",CustomerCare@eNeura.com,(667) 401-5580,http://eneura.com,For Profit,14,Late Stage Venture,"$17,000,000 ",2/6/18,Series D,"$70,474,945 ","Biotechnology, Health Care, Science and Engineering",Private
Syntimmune,https://www.crunchbase.com/organization/syntimmune-2,"Biotechnology, Health Care, Pharmaceutical","Boston, Massachusetts, United States",Clinical Stage Biotechnology Company,info@syntimmune.com,617-206-4220,http://syntimmune.com/,For Profit,2,Early Stage Venture,"$50,000,000 ",6/21/17,Series B,"$78,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Sensulin,https://www.crunchbase.com/organization/sensulin,"Biotechnology, Diabetes","Snyder, Oklahoma, United States",Sensulin is a diabetes drug discovery company developing a once-a-day glucose-responsive insulin.,info@sensulin.com,n/a,http://www.sensulin.com,,5,Early Stage Venture,,5/23/18,Series B,"$3,045,000 ","Biotechnology, Health Care, Science and Engineering",Private
Afferent Pharmaceuticals,https://www.crunchbase.com/organization/afferent-pharmaceuticals,"Biopharma, Biotechnology, Pharmaceutical","San Mateo, California, United States",Afferent Pharmaceuticals is a clinical-stage biopharmaceutical company that develops medicines to treat chronic pain.,info@afferentpharma.com,(650) 286-1276,http://www.afferentpharma.com,For Profit,5,M&A,"$55,000,000 ",7/8/15,Series C,"$88,150,000 ","Biotechnology, Health Care, Science and Engineering",Private
Avitide,https://www.crunchbase.com/organization/avitide,"Biotechnology, Health Care, Life Science","Lebanon, New Hampshire, United States",Avitide develops affinity purification solutions for biopharmaceutical companies.,,5159995181,http://avitide.com,For Profit,6,Late Stage Venture,"$11,999,962 ",6/21/17,Series E,"$24,474,965 ","Biotechnology, Health Care, Science and Engineering",Private
Xagenic,https://www.crunchbase.com/organization/xagenic,"Biotechnology, Health Diagnostics, Medical Device","Toronto, Ontario, Canada","Xagenic is a molecular diagnostics company developing on-demand molecular testing, facilitating faster treatment decisions for patients.",info@xagenic.com,416-363-1999,http://www.xagenic.com,For Profit,4,Early Stage Venture,"CA$15,000,000",7/9/15,Series B,"$47,299,697 ","Biotechnology, Health Care, Science and Engineering",Private
GeneWEAVE,https://www.crunchbase.com/organization/geneweave-biosciences,"Biotechnology, Clinical Trials, Health Diagnostics","Los Gatos, California, United States",Advancing clinical microbiology with sample-in/susceptibility-out diagnostic solutions,info@geneweavebio.com,607-379-0233,http://www.geneweave.com,For Profit,3,M&A,"$11,999,998 ",6/20/14,Series B,"$24,999,998 ","Biotechnology, Health Care, Science and Engineering",Private
immatics biotechnologies,https://www.crunchbase.com/organization/immatics-biotechnologies,"Biotechnology, Manufacturing, Medical, Therapeutics","Tübingen, Baden-Wurttemberg, Germany",immatics is a biopharmaceutical company focused on the development of immunotherapeutic substances for cancer therapy.,info@immatics.com,(707) 153-970,http://www.immatics.net,For Profit,7,Late Stage Venture,"$58,000,000 ",10/4/17,Series E,"$267,233,153 ","Biotechnology, Health Care, Manufacturing, Science and Engineering",Private
Living Proof,https://www.crunchbase.com/organization/living-proof,"Beauty, Biotechnology, Cosmetics","Cambridge, Massachusetts, United States",Living Proof is a biotechnology company developing product formulae to solve beautycare problems.,questions@livingproof.com,617-621-1800,http://www.livingproof.com,,3,M&A,"$30,000,000 ",2/21/13,Series C,"$53,000,000 ","Biotechnology, Consumer Goods, Science and Engineering",Private
Cambridge Epigenetix,https://www.crunchbase.com/organization/cambridge-epigenetix,"Biotechnology, Genetics, Health Diagnostics, Life Science","Cambridge, Cambridgeshire, United Kingdom","Cambridge Epigenetix (CEGX) is a biosciences company that aims to be the world leading provider of high quality, easy to use epigenetic",info@cegx.co.uk,44 1223 804260,http://www.cambridge-epigenetix.com,,2,Early Stage Venture,"$21,000,000 ",3/14/16,Series B,"$26,500,000 ","Biotechnology, Health Care, Science and Engineering",Private
MabSpace Biosciences Co.,https://www.crunchbase.com/organization/mabspace-biosciences-co,"Biotechnology, Health Diagnostics, Medical","Suzhou, Jiangsu, China",MabSpace Biosciences is a focused on the discovery and development,info@mabspacebio.com,8.65129E+12,http://www.mabspacebio.com/,For Profit,2,Early Stage Venture,"$40,000,000 ",5/11/18,Series B,"$55,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Cyteir Therapeutics,https://www.crunchbase.com/organization/cyteir-therapeutics,"Biopharma, Biotechnology, Pharmaceutical","Cambridge, Massachusetts, United States",Cambridge-based biopharmaceutical company,info@cytier.com,312-953-3651,http://cyteir.com/,For Profit,3,Early Stage Venture,"$29,000,000 ",3/8/18,Series B,"$36,500,000 ","Biotechnology, Health Care, Science and Engineering",Private
Sirrus,https://www.crunchbase.com/organization/bioformix,"Biotechnology, Chemical, Innovation Management","Cincinnati, Ohio, United States",Sirrus develops innovative monomer platforms,,(513) 448-0308,http://sirruschemistry.com/,For Profit,3,M&A,"$6,500,000 ",4/30/15,Series B,"$25,100,000 ","Biotechnology, Science and Engineering",Private
Harpoon Therapeutics,https://www.crunchbase.com/organization/harpoon-therapeutics,"Biotechnology, Health Care, Therapeutics","South San Francisco, California, United States",Harpoon Therapeutics is a preclinical stage biotechnology company.,bd@harpoontx.com,(650)443-7400,http://www.harpoontx.com/,For Profit,2,Early Stage Venture,"$45,000,000 ",5/25/17,Series B,"$60,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
nVision Medical,https://www.crunchbase.com/organization/nvision-medical,"Biotechnology, Health Care, Medical","San Bruno, California, United States",nVision Medical offers the healthcare sector with products that focus on females.,info@nvisionmedical.com,(408)655-3577,http://www.nvisionmedical.com/,For Profit,4,M&A,"$12,000,000 ",7/21/16,Series B,"$16,405,000 ","Biotechnology, Health Care, Science and Engineering",Private
AEGEA Medical,https://www.crunchbase.com/organization/aegea-medical,"Biotechnology, Manufacturing, Medical Device","Redwood City, California, United States",AEGEA Medical manufactures surgical and medical instruments.,info@aegeamedical.com,(650) 701-1125,http://aegeamedical.com,For Profit,5,Late Stage Venture,"$40,000,000 ",1/2/18,Series D,"$97,497,098 ","Biotechnology, Health Care, Manufacturing, Science and Engineering",Private
Checkmate Pharmaceuticals,https://www.crunchbase.com/organization/checkmate-pharmaceuticals,"Biotechnology, Medical Device, Therapeutics","Cambridge, Massachusetts, United States",Checkmate Pharma is developing a new approach for cancer immunotherapy,admin@checkmatepharma.com,,http://www.checkmatepharma.com/,For Profit,2,Early Stage Venture,"$27,000,000 ",6/15/17,Series B,"$47,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Spirox,https://www.crunchbase.com/organization/nasoform,"Biotechnology, Medical, Medical Device","Menlo Park, California, United States","Spirox is a Menlo Park, CA-based medical device company",,(650)487-2203,http://www.spiroxmed.com/#top,For Profit,4,M&A,"$45,000,000 ",3/15/16,Series C,"$71,500,000 ","Biotechnology, Health Care, Science and Engineering",Private
Turnstone Biologics,https://www.crunchbase.com/organization/turnstone-biologics,"Biotechnology, Innovation Management, Therapeutics","San Francisco, California, United States",Turnstone Biologics is driven by science and innovation,info@turnstonebio.com,(613)421-8930,http://www.turnstonebio.com/,For Profit,2,Early Stage Venture,"$41,400,000 ",11/2/16,Series B,"$52,700,000 ","Biotechnology, Health Care, Science and Engineering",Private
Rootility,https://www.crunchbase.com/organization/rootility,"Agriculture, Biotechnology, Farming","Nehalim, HaMerkaz, Israel",Rootility is creating a root-growing platform that will lead to heartier crop,,-6246691,http://www.rootility.com/,For Profit,1,Late Stage Venture,"$10,000,000 ",5/8/18,Series C,"$10,000,000 ","Agriculture and Farming, Biotechnology, Science and Engineering",Private
Advanced Cell Diagnostics,https://www.crunchbase.com/organization/advanced-cell-diagnostics,"Biotechnology, Health Diagnostics, Medical","Hayward, California, United States",Advanced Cell Diagnostics is a molecular pathology company developing cell- and tissue-based diagnostic tests for personalized medicine.,info@acdbio.com,(510)576-8800,http://www.acdbio.com,For Profit,4,M&A,"$22,000,000 ",6/18/15,Series C,"$40,800,000 ","Biotechnology, Health Care, Science and Engineering",Private
ALung Technologies,https://www.crunchbase.com/organization/alung-technologies,"Biotechnology, Medical Device, Therapeutics","Pittsburgh, Pennsylvania, United States",ALung Technologies develops intra and extracorporeal gas exchange devices for the treatment of acute and chronic respiratory disorders.,info@alung.com,1.14127E+11,http://www.alung.com,For Profit,7,Late Stage Venture,"$36,000,000 ",4/11/17,Series C,"$94,991,743 ","Biotechnology, Health Care, Science and Engineering",Private
Tizona Therapeutics,https://www.crunchbase.com/organization/tizona-therapeutics,"Biotechnology, Medical, Therapeutics","South San Francisco, California, United States",Tizona develops next-generation immunotherapies,info@tizonatx.com,,http://tizonatx.com/,For Profit,2,Early Stage Venture,"$43,000,000 ",3/8/16,Series B,"$70,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Aires Pharmaceuticals,https://www.crunchbase.com/organization/aires-pharmaceuticals,"Biotechnology, Medical Device, Therapeutics","San Diego, California, United States",Aires Pharmaceuticals is a clinical stage pharmaceutical company developing therapies to treat pulmonary disorders.,info@masthera.com,858-366-9670,http://www.airespharma.com,,1,M&A,"$20,000,000 ",11/11/10,Series B,"$20,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Torax Medical,https://www.crunchbase.com/organization/torax-medical,"Biotechnology, Health Care, Medical Device","Saint Paul, Minnesota, United States",Torax Medical develops an implantable device for the treatment of gastroesophageal reflux disease.,info@toraxmedical.com,1.18553E+11,http://www.toraxmedical.com,For Profit,8,M&A,"$25,001,500 ",7/26/16,Series E,"$102,201,497 ","Biotechnology, Health Care, Science and Engineering",Private
OPX Biotechnologies,https://www.crunchbase.com/organization/opx-biotechnologies,"Biofuel, Biotechnology, Clean Energy","Boulder, Colorado, United States",OPX Biotechnologies is a bioproducts company using technology to convert renewable feedstocks into biofuels and green chemistry products.,aburley@opxbiotechnologies.com,303-243-5190,http://www.opxbio.com,,4,M&A,"$36,500,000 ",7/7/11,Series C,"$57,600,000 ","Biotechnology, Energy, Natural Resources, Science and Engineering, Sustainability",Private
Cartiva,https://www.crunchbase.com/organization/cartiva,"Biotechnology, Health Care, Medical","Alpharetta, Georgia, United States",Cartiva is a developer of innovative products for the treatment of cartilage injuries and osteoarthritis.,,770-754-3800,http://cartiva.net,For Profit,5,Late Stage Venture,"$8,500,000 ",1/10/17,Series E,"$24,300,000 ","Biotechnology, Health Care, Science and Engineering",Private
PHARMAJET,https://www.crunchbase.com/organization/pharmajet,"Biotechnology, Health Care, Medical Device","Golden, Colorado, United States","PharmaJet's devices provide for fixed dose needle-free jet injection for all three tissue depths (IM, SC, & ID).",info@pharmajet.com,3035264052,http://www.pharmajet.com,For Profit,9,Late Stage Venture,"$3,002,848 ",6/29/17,Series F,"$36,981,536 ","Biotechnology, Health Care, Science and Engineering",Private
Medeor Therapeutics,https://www.crunchbase.com/organization/medeor-therapeutics,"Biotechnology, Pharmaceutical, Therapeutics","San Mateo, California, United States",Medeor Therapeutics is a biotechnology company that dedicates to dedicates to the development of personalized cellular immunotherapies.,inquiry@medeortherapeutics.com,650-627-4531,https://www.medeortherapeutics.com/,,1,Early Stage Venture,"$57,000,000 ",11/27/17,Series B,"$57,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Milestone Pharmaceuticals,https://www.crunchbase.com/organization/milestone-pharmaceuticals,"Biotechnology, Health Care, Therapeutics","Montréal, Quebec, Canada",Milestone Pharmaceuticals is a drug development company developing small molecule therapeutics for the treatment of cardiovascular diseases.,info@milestonepharma.com,(514) 336-0444,http://www.milestonepharma.com,For Profit,3,Late Stage Venture,"$55,000,000 ",8/1/17,Series C,"$85,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
EndoStim,https://www.crunchbase.com/organization/endostim,"Biotechnology, Medical, Medical Device, Therapeutics","St Louis, Missouri, United States",EndoStim is a medical device company developing therapeutics for gastrointestinal and urological neuro-muscular disorders.,info@endostim.com,(243)554-224,http://www.endostim.com,For Profit,8,Late Stage Venture,"$12,149,119 ",1/16/18,Series E,"$79,616,698 ","Biotechnology, Health Care, Science and Engineering",Private
Vestaron Corporation,https://www.crunchbase.com/organization/vestaron-corporation,"Agriculture, Biotechnology, Pet","Kalamazoo, Michigan, United States","Vestaron Corporation produces insecticides for agriculture, animal health, non-crop and commercial pest control applications.",,2693535569,http://www.vestaron.com,For Profit,9,Late Stage Venture,"$18,000,000 ",8/4/16,Series D,"$49,195,000 ","Agriculture and Farming, Biotechnology, Community and Lifestyle, Science and Engineering",Private
STAT-Diagnostica,https://www.crunchbase.com/organization/stat-diagnostica,"Biotechnology, Health Care, Health Diagnostics","Barcelona, Catalonia, Spain",STAT-Diagnostica is focused on the development of near-patient testing products for healthcare professionals.,info@stat-diagnostica.com,34934485124,http://www.stat-diagnostica.com,For Profit,3,M&A,"€25,000,000",4/10/16,Series C,"€49,100,000","Biotechnology, Health Care, Science and Engineering",Private
N-of-One,https://www.crunchbase.com/organization/n-of-one-therapeutics,"Biotechnology, Health Care, Health Diagnostics","Lexington, Massachusetts, United States",N-Of-One analyzes and interprets tumor molecular profiles to help physicians and patients identify diagnostic and treatment strategies.,,617-202-9808,http://n-of-one.com,,5,Early Stage Venture,"$7,000,000 ",7/21/16,Series B,"$12,448,955 ","Biotechnology, Health Care, Science and Engineering",Private
Naurex,https://www.crunchbase.com/organization/naurex,"Biopharma, Biotechnology, Therapeutics","Evanston, Illinois, United States",Naurex is a clinical-stage company developing novel therapeutics for depression and other CNS disorders.,corporate@naurex.com,(847) 871-0377,http://www.naurex.com,For Profit,5,M&A,"$80,000,000 ",12/3/14,Series C,"$162,106,600 ","Biotechnology, Health Care, Science and Engineering",Private
Bonti,https://www.crunchbase.com/organization/endurance-biotech,"Biotechnology, Clinical Trials, Medical Device, Neuroscience, Therapeutics","Newport Beach, California, United States","Endurance Biotech is a biotechnology company based in Orange, California.",,,http://bonti.com,For Profit,3,Late Stage Venture,"$15,500,000 ",1/23/18,Series C,"$36,140,000 ","Biotechnology, Health Care, Science and Engineering",Private
AgriMetis,https://www.crunchbase.com/organization/agrimetis,"Agriculture, Biotechnology, Chemical","Lutherville Timonium, Maryland, United States","AgriMetis develops natural product derived compounds to protect crops from weeds, fungal diseases, and insect pests.",,(443)279-9971,http://www.agrimetis.com/,For Profit,2,Early Stage Venture,"$23,500,000 ",1/6/17,Series B,"$30,800,000 ","Agriculture and Farming, Biotechnology, Science and Engineering",Private
"Gobiquity, Inc.",https://www.crunchbase.com/organization/gobiquity-inc,"Biotechnology, Health Care, Mobile Apps","Scottsdale, Arizona, United States",ICHECK Health Connection provides mobile applications for the early detection and tracking of eye diseases in the United States.,info@gocheckkids.com,(541) 740-2855,http://gobiquity.com,For Profit,2,Early Stage Venture,"$6,000,000 ",8/25/16,Series B,"$6,750,816 ","Apps, Biotechnology, Health Care, Mobile, Science and Engineering, Software",Private
Stratos Genomics,https://www.crunchbase.com/organization/stratos-genomics,"Biotechnology, Genetics, Medical Device, Product Design","Seattle, Washington, United States","Stratos Genomics develops Sequencing by Expansion (SBX™), a single-molecule detection process that enables whole genome sequencing.",mkokoris@stratosgenomics.com,206-448-7961,http://www.stratosgenomics.com,,8,Early Stage Venture,"$20,000,000 ",1/8/18,Series B,"$55,929,000 ","Biotechnology, Design, Health Care, Science and Engineering",Private
Applied StemCell,https://www.crunchbase.com/organization/applied-stemcell,"Biotechnology, Genetics, Health Diagnostics, Medical","Milpitas, California, United States",Applied StemCell is a biotechnology company providing animal and cell line models as tools for drug discovery and diagnostics.,info@appliedstemcell.com,1.14088E+11,http://www.appliedstemcell.com,For Profit,4,Late Stage Venture,"$19,000,000 ",6/6/16,Series D,"$23,520,763 ","Biotechnology, Health Care, Science and Engineering",Private
Millendo Therapeutics,https://www.crunchbase.com/organization/atterocor,"Biotechnology, Life Science, Therapeutics","Ann Arbor, Michigan, United States",Atterocor focuses on research and development of therapeutics for adrenal disease.,careers@millendo.com,7348459000,http://www.millendo.com/,For Profit,3,Early Stage Venture,"$62,000,000 ",1/5/16,Series B,"$86,522,872 ","Biotechnology, Health Care, Science and Engineering",Private
Proclara Biosciences,https://www.crunchbase.com/organization/neurophage-pharmaceuticals,"Biotechnology, Life Science, Therapeutics","Cambridge, Massachusetts, United States",Proclara is pioneering a new approach to treating neurodegenerative diseases.,info@neurophage.com,1(617) 714-5468,http://www.proclarabio.com/,For Profit,7,Late Stage Venture,"$47,000,000 ",9/7/16,Series E,"$108,800,000 ","Biotechnology, Health Care, Science and Engineering",Private
"Delphinus Medical Technologies, Inc.",https://www.crunchbase.com/organization/delphinus-medical-technologies,"Biotechnology, Health Care, Medical, Medical Device","Plymouth, Michigan, United States","Delphinus Medical Technologies develops, commercializes, and services breast cancer screening solutions to hospitals and imaging clinics.",,734-233-3088,http://www.delphinusmt.com,For Profit,4,Late Stage Venture,"$8,229,049 ",4/20/17,Series C,"$66,729,049 ","Biotechnology, Health Care, Science and Engineering",Private
Lasergen,https://www.crunchbase.com/organization/lasergen,"Biotechnology, Genetics, Health Care, Health Diagnostics","Houston, Texas, United States",Lasergen is a biotechnology company developing and commercializing technologies for genomic applications.,mmetzker@lasergen.com,7137473390,http://lasergen.com,For Profit,2,M&A,"$80,000,000 ",3/7/16,Series B,"$85,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
AccuraGen Holdings,https://www.crunchbase.com/organization/accuragen-holdings,"Biotechnology, Health Care, Medical Device","Menlo Park, California, United States",A US-China cancer diagnostics company,,1.16506E+11,http://www.accuragen.com,For Profit,2,Early Stage Venture,"$40,000,000 ",6/1/16,Series B,"$40,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
Tendyne Holdings,https://www.crunchbase.com/organization/tendyne-holdings,"Biotechnology, Clinical Trials, Medical Device","Rockville, Minnesota, United States",Tendyne is a medical device company developing a transcatheter aortic valve implantation system.,info@tendyne.com,651-289-5500,http://www.tendyne.com,,3,M&A,"$25,000,000 ",4/9/14,Series C,"$37,476,197 ","Biotechnology, Health Care, Science and Engineering",Private
CytoVale,https://www.crunchbase.com/organization/cytovale,"Analytics, Biotechnology, Life Science","South San Francisco, California, United States","Categorized under Analytical Instruments, our records show it was established in and incorporated in Massachusetts, current estimates show",info@cytovale.com,5628816919,http://www.cytovale.com/,,3,Early Stage Venture,"$7,249,989 ",12/22/17,Series B,"$11,549,989 ","Biotechnology, Data and Analytics, Science and Engineering",Private
EIP Pharma,https://www.crunchbase.com/organization/eip-pharma,"Biopharma, Biotechnology, Pharmaceutical","Cambridge, Massachusetts, United States","EIP Pharma, is a private company that has licensed-in and is developing neflamapimod.",jalam@eippharma.com,,http://www.eippharma.com/,,2,Early Stage Venture,"$20,500,000 ",5/16/18,Series B,"$20,900,000 ","Biotechnology, Health Care, Science and Engineering",Private
CeQur,https://www.crunchbase.com/organization/cequr,"Biotechnology, Diabetes, Medical Device","Horw, Luzern, Switzerland","CeQur develops and commercializes insulin delivery systems, giving people with type 2 diabetes freedom from multiple daily injections.",info@cequr.com,41415004862,http://www.cequrcorp.com,For Profit,3,Late Stage Venture,"$100,000,000 ",9/1/15,Series C,"$156,600,000 ","Biotechnology, Health Care, Science and Engineering",Private
Knome,https://www.crunchbase.com/organization/knome,"Biotechnology, Genetics, Health Care, Software","Cambridge, Massachusetts, United States",Knome provides human genome interpretation software and services for researchers investigating the genetic basis of rare diseases.,webmaster@knome.com,617-941-4130,http://www.knome.com,,4,M&A,"$13,000,000 ",1/21/14,Series D,"$28,800,000 ","Biotechnology, Health Care, Science and Engineering, Software",Private
IsoPlexis,https://www.crunchbase.com/organization/isoplexis,"Biotechnology, Medical Device, Therapeutics","Branford, Connecticut, United States","IsoPlexis is a life sciences company developing an innovative, single-cell, protein response analysis platform.",info@isoplexis.com,,http://isoplexis.com/,For Profit,4,Early Stage Venture,"$13,500,000 ",9/25/17,Series B,"$15,150,000 ","Biotechnology, Health Care, Science and Engineering",Private
MobileODT,https://www.crunchbase.com/organization/mobileoct,"Biotechnology, Health Care, Medical Device","Tel Aviv, Tel Aviv, Israel",MobileODT uses mobile phones to detect cancer and other diseases.,info@mobileodt.com,+972 52-432-7686,http://www.mobileodt.com/,For Profit,3,Early Stage Venture,"$6,850,000 ",7/5/17,Series B,"$9,850,000 ","Biotechnology, Health Care, Science and Engineering",Private
Navigenics,https://www.crunchbase.com/organization/navigenics,"Biotechnology, Genetics, Health Care, Pet","Foster City, California, United States",Navigenics is a personal genomics company that uses genetic testing to help people determine their individual risk for health conditions.,memberservice@navigenics.com,(800)917-6090,http://www.navigenics.com,For Profit,2,M&A,"$18,000,000 ",2/4/10,Series C,"$43,000,000 ","Biotechnology, Community and Lifestyle, Health Care, Science and Engineering",Private
Novogene Corporation,https://www.crunchbase.com/organization/novogene-corporation,"Bioinformatics, Biotechnology, Education","Haidian, Beijing, China",It is a leading provider of genomic services and solutions with cutting edge NGS,support@novogene.com,(877)230-9060,https://en.novogene.com/,For Profit,1,Early Stage Venture,"CN¥515,000,000",11/30/16,Series B,"CN¥515,000,000","Biotechnology, Data and Analytics, Education, Science and Engineering",Private
"Pronutria Biosciences, Inc.",https://www.crunchbase.com/organization/pronutria,"Biotechnology, Life Science, Therapeutics","Cambridge, Massachusetts, United States",Pronutria Biosciences is developing new nutritional and therapeutic modalities: amino acid biologics.,info@pronutriabio.com,(617) 868-0949,http://pronutriabio.com,For Profit,4,Late Stage Venture,"$42,500,000 ",2/23/16,Series D,"$92,300,000 ","Biotechnology, Health Care, Science and Engineering",Private
AltheaDx,https://www.crunchbase.com/organization/altheadx,"Biotechnology, Clinical Trials, Genetics, Health Diagnostics","San Diego, California, United States","AltheaDx offers molecular diagnostics and PCR-based services such as molecular biomarker discovery, assay development and assay validation.",sales@altheadx.com,1(855)697-4943,http://altheadx.com,For Profit,6,Late Stage Venture,"$27,000,000 ",4/25/17,Series D,"$73,974,363 ","Biotechnology, Health Care, Science and Engineering",Private
Symic Biomedical,https://www.crunchbase.com/organization/symic-biomedical,"Biotechnology, Business Intelligence, Health Care","Emeryville, California, United States","SYMIC Biomedical, Inc. operates in the healthcare industry focusing on biotechnology business. The company studies treatments for",info@symicbio.com,1(415) 805-9005,http://www.symicbio.com/contact/,For Profit,5,Early Stage Venture,"$30,000,000 ",5/22/17,Series B,"$72,875,687 ","Biotechnology, Data and Analytics, Health Care, Science and Engineering",Private
Green Biologics,https://www.crunchbase.com/organization/green-biologics,"Biotechnology, Chemical, Chemical Engineering","Abingdon, Oxfordshire, United Kingdom",Green Biologics offers fermentation technologies for the conversion of biomass to renewable fuels and chemicals.,info@greenbiologics.com,44 12 3543 5710,http://www.greenbiologics.com,,8,Late Stage Venture,"$42,000,000 ",1/21/15,Series C,"$120,110,515 ","Biotechnology, Science and Engineering",Private
HealthTell,https://www.crunchbase.com/organization/healthtell,"Biotechnology, Health Care, Health Diagnostics, Personal Health","San Ramon, California, United States",HealthTell provides the most accurate and affordable diagnostic platform for early detection and classification of complex diseases.,info@healthtell.com,(925) 361-3115,http://www.healthtell.com,For Profit,4,Early Stage Venture,"$26,098,829 ",3/9/16,Series B,"$44,782,168 ","Biotechnology, Health Care, Science and Engineering",Private
US HealthVest,https://www.crunchbase.com/organization/us-healthvest,"Biotechnology, Health Care, Hospital","New York, New York, United States",US HealthVest is a behavioral healthcare firm that helps the development of psychiatric hospitals.,,(212)243-5565,http://www.ushealthvest.com,For Profit,2,Early Stage Venture,"$50,000,000 ",6/30/16,Series B,"$86,000,000 ","Biotechnology, Health Care, Science and Engineering",Private
